name,description
EN_INDCi2030_2000f_NDCp,"EN_INDCi2030_2000f_NDCp portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 2000f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_2500_COV,"EN_INDCi2030_2500_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 2500, carbon budget 2500, climate scenario, cov, emission target 2500, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_2500_COV_NDCp,"EN_INDCi2030_2500_COV_NDCp envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 2500, carbon budget 2500, climate scenario, cov, emission target 2500, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_2500_NDCp,"EN_INDCi2030_2500_NDCp envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 2500, carbon budget 2500, climate scenario, emission target 2500, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_2500f_COV,"EN_INDCi2030_2500f_COV illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 2500f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_2500f_COV_NDCp,"EN_INDCi2030_2500f_COV_NDCp envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 2500f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_2500f_NDCp,"EN_INDCi2030_2500f_NDCp represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 2500f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_3000_COV,"EN_INDCi2030_3000_COV describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 3000, carbon budget 3000, climate scenario, cov, emission target 3000, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_3000_COV_NDCp,"EN_INDCi2030_3000_COV_NDCp portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 3000, carbon budget 3000, climate scenario, cov, emission target 3000, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_3000_NDCp,"EN_INDCi2030_3000_NDCp envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 3000, carbon budget 3000, climate scenario, emission target 3000, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_3000f_COV,"EN_INDCi2030_3000f_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 3000f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_3000f_COV_NDCp,"EN_INDCi2030_3000f_COV_NDCp portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 3000f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_3000f_NDCp,"EN_INDCi2030_3000f_NDCp describes a future shaped by complex interactions between development patterns and climate challenges. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 3000f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_700f_COV,"EN_INDCi2030_700f_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 700f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_700f_COV_NDCp,"EN_INDCi2030_700f_COV_NDCp illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 700f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_700f_NDCp,"EN_INDCi2030_700f_NDCp illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 700f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_800f_COV,"EN_INDCi2030_800f_COV illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 800f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_800f_COV_NDCp,"EN_INDCi2030_800f_COV_NDCp portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by examining how emissions shift under differing mitigation intensities and climate targets, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 800f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_800f_NDCp,"EN_INDCi2030_800f_NDCp envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 800f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_900f_COV,"EN_INDCi2030_900f_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 900f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_900f_COV_NDCp,"EN_INDCi2030_900f_COV_NDCp envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 900f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_900f_NDCp,"EN_INDCi2030_900f_NDCp represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 900f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_950_COV,"EN_INDCi2030_950_COV illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 950, carbon budget 950, climate scenario, cov, emission target 950, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_950_COV_NDCp,"EN_INDCi2030_950_COV_NDCp illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 950, carbon budget 950, climate scenario, cov, emission target 950, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_950f_COV,"EN_INDCi2030_950f_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 950f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_950f_COV_NDCp,"EN_INDCi2030_950f_COV_NDCp portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 950f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_NPi2020_1000_DR10p,"EN_NPi2020_1000_DR10p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1000, carbon budget 1000, climate scenario, dr10p, emission target 1000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000_DR1p,"EN_NPi2020_1000_DR1p envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1000, carbon budget 1000, climate scenario, dr1p, emission target 1000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000_DR2p,"EN_NPi2020_1000_DR2p represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1000, carbon budget 1000, climate scenario, dr2p, emission target 1000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000_DR3p,"EN_NPi2020_1000_DR3p describes a future shaped by complex interactions between development patterns and climate challenges. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 1000, carbon budget 1000, climate scenario, dr3p, emission target 1000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000_DR4p,"EN_NPi2020_1000_DR4p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1000, carbon budget 1000, climate scenario, dr4p, emission target 1000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000f_DR10p,"EN_NPi2020_1000f_DR10p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1000f, climate scenario, dr10p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000f_DR1p,"EN_NPi2020_1000f_DR1p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1000f, climate scenario, dr1p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000f_DR2p,"EN_NPi2020_1000f_DR2p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1000f, climate scenario, dr2p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000f_DR3p,"EN_NPi2020_1000f_DR3p represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1000f, climate scenario, dr3p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000f_DR4p,"EN_NPi2020_1000f_DR4p envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1000f, climate scenario, dr4p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1200_COV,"EN_NPi2020_1200_COV portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1200, carbon budget 1200, climate scenario, cov, emission target 1200, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1200f_COV,"EN_NPi2020_1200f_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1200f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1400_COV,"EN_NPi2020_1400_COV illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 1400, carbon budget 1400, climate scenario, cov, emission target 1400, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1400f_COV,"EN_NPi2020_1400f_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1400f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1600_COV,"EN_NPi2020_1600_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1600, carbon budget 1600, climate scenario, cov, emission target 1600, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1600f_COV,"EN_NPi2020_1600f_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1600f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1800_COV,"EN_NPi2020_1800_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1800, carbon budget 1800, climate scenario, cov, emission target 1800, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1800f_COV,"EN_NPi2020_1800f_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 1800f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2000_COV,"EN_NPi2020_2000_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 2000, carbon budget 2000, climate scenario, cov, emission target 2000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2000f_COV,"EN_NPi2020_2000f_COV portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 2000f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_200f,"EN_NPi2020_200f represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 200f, climate scenario, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2500_COV,"EN_NPi2020_2500_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 2500, carbon budget 2500, climate scenario, cov, emission target 2500, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2500f_COV,"EN_NPi2020_2500f_COV describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 2500f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_3000_COV,"EN_NPi2020_3000_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 3000, carbon budget 3000, climate scenario, cov, emission target 3000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_3000f_COV,"EN_NPi2020_3000f_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 3000f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_450,"EN_NPi2020_450 represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 450, carbon budget 450, climate scenario, emission target 450, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_450f,"EN_NPi2020_450f portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 450f, climate scenario, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600_DR10p,"EN_NPi2020_600_DR10p portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 600, carbon budget 600, climate scenario, dr10p, emission target 600, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600_DR1p,"EN_NPi2020_600_DR1p describes a future shaped by complex interactions between development patterns and climate challenges. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 600, carbon budget 600, climate scenario, dr1p, emission target 600, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600_DR2p,"EN_NPi2020_600_DR2p represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 600, carbon budget 600, climate scenario, dr2p, emission target 600, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600_DR3p,"EN_NPi2020_600_DR3p portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 600, carbon budget 600, climate scenario, dr3p, emission target 600, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600_DR4p,"EN_NPi2020_600_DR4p envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 600, carbon budget 600, climate scenario, dr4p, emission target 600, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600f_DR10p,"EN_NPi2020_600f_DR10p describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 600f, climate scenario, dr10p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600f_DR1p,"EN_NPi2020_600f_DR1p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 600f, climate scenario, dr1p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600f_DR2p,"EN_NPi2020_600f_DR2p describes a future shaped by complex interactions between development patterns and climate challenges. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 600f, climate scenario, dr2p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600f_DR3p,"EN_NPi2020_600f_DR3p describes a future shaped by complex interactions between development patterns and climate challenges. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 600f, climate scenario, dr3p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_600f_DR4p,"EN_NPi2020_600f_DR4p envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 600f, climate scenario, dr4p, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_700_COV,"EN_NPi2020_700_COV portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 700, carbon budget 700, climate scenario, cov, emission target 700, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_700f_COV,"EN_NPi2020_700f_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 700f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_800_COV,"EN_NPi2020_800_COV describes a future shaped by complex interactions between development patterns and climate challenges. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 800, carbon budget 800, climate scenario, cov, emission target 800, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_800f_COV,"EN_NPi2020_800f_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 800f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_900_COV,"EN_NPi2020_900_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 900, carbon budget 900, climate scenario, cov, emission target 900, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_900f_COV,"EN_NPi2020_900f_COV portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 900f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
COV_GreenPush,"COV_GreenPush portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: climate scenario, cov, emissions pathway, energy transition, global model scenario, greenpush, mitigation pathway, policy scenario, technology scenario"
